@relation san_diego_cost_ts_hourly_unix_gmt_local-weka.filters.unsupervised.attribute.NumericToNominal-R14-weka.filters.unsupervised.attribute.Remove-R1-6

@attribute usage_hr_before numeric
@attribute usage_2hr_before numeric
@attribute usage_day_before numeric
@attribute month {Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec}
@attribute day {Sat,Sun,Mon,Tue,Wed,Thu,Fri}
@attribute hour numeric
@attribute usage numeric
@attribute usage_binary {0,1}

@data
0.934,0.99,0.67,Apr,Sat,22,0.796,1
0.796,0.934,0.562,Apr,Sat,23,0.653,0
0.653,0.796,0.486,Apr,Sun,0,0.558,0
0.558,0.653,0.449,Apr,Sun,1,0.49,0
0.49,0.558,0.438,Apr,Sun,2,0.455,0
0.455,0.49,0.445,Apr,Sun,3,0.448,0
0.448,0.455,0.499,Apr,Sun,4,0.456,0
0.456,0.448,0.603,Apr,Sun,5,0.49,0
0.49,0.456,0.642,Apr,Sun,6,0.569,0
0.569,0.49,0.677,Apr,Sun,7,0.65,0
0.65,0.569,0.685,Apr,Sun,8,0.691,0
0.691,0.65,0.68,Apr,Sun,9,0.701,0
0.701,0.691,0.697,Apr,Sun,10,0.729,0
0.729,0.701,0.729,Apr,Sun,11,0.751,1
0.751,0.729,0.692,Apr,Sun,12,0.744,0
0.744,0.751,0.683,Apr,Sun,13,0.715,0
0.715,0.744,0.666,Apr,Sun,14,0.718,0
0.718,0.715,0.659,Apr,Sun,15,0.742,0
0.742,0.718,0.715,Apr,Sun,16,0.746,0
0.746,0.742,0.778,Apr,Sun,17,0.78,1
0.78,0.746,0.907,Apr,Sun,18,0.873,1
0.873,0.78,0.99,Apr,Sun,19,0.979,1
0.979,0.873,0.934,Apr,Sun,20,1.025,1
1.025,0.979,0.796,Apr,Sun,21,0.933,1
0.933,1.025,0.653,Apr,Sun,22,0.832,1
0.832,0.933,0.558,Apr,Sun,23,0.714,0
0.714,0.832,0.49,Apr,Mon,0,0.593,0
0.593,0.714,0.455,Apr,Mon,1,0.522,0
0.522,0.593,0.448,Apr,Mon,2,0.488,0
0.488,0.522,0.456,Apr,Mon,3,0.464,0
0.464,0.488,0.49,Apr,Mon,4,0.456,0
0.456,0.464,0.569,Apr,Mon,5,0.477,0
0.477,0.456,0.65,Apr,Mon,6,0.569,0
0.569,0.477,0.691,Apr,Mon,7,0.596,0
0.596,0.569,0.701,Apr,Mon,8,0.633,0
0.633,0.596,0.729,Apr,Mon,9,0.683,0
0.683,0.633,0.751,Apr,Mon,10,0.731,0
0.731,0.683,0.744,Apr,Mon,11,0.762,1
0.762,0.731,0.715,Apr,Mon,12,0.815,1
0.815,0.762,0.718,Apr,Mon,13,0.845,1
0.845,0.815,0.742,Apr,Mon,14,0.809,1
0.809,0.845,0.746,Apr,Mon,15,0.818,1
0.818,0.809,0.78,Apr,Mon,16,0.805,1
0.805,0.818,0.873,Apr,Mon,17,0.866,1
0.866,0.805,0.979,Apr,Mon,18,0.954,1
0.954,0.866,1.025,Apr,Mon,19,1.057,1
1.057,0.954,0.933,Apr,Mon,20,1.098,1
1.098,1.057,0.832,Apr,Mon,21,0.999,1
0.999,1.098,0.714,Apr,Mon,22,0.833,1
0.833,0.999,0.593,Apr,Mon,23,0.678,0
0.678,0.833,0.522,Apr,Tue,0,0.579,0
0.579,0.678,0.488,Apr,Tue,1,0.512,0
0.512,0.579,0.464,Apr,Tue,2,0.481,0
0.481,0.512,0.456,Apr,Tue,3,0.472,0
0.472,0.481,0.477,Apr,Tue,4,0.462,0
0.462,0.472,0.569,Apr,Tue,5,0.519,0
0.519,0.462,0.596,Apr,Tue,6,0.62,0
0.62,0.519,0.633,Apr,Tue,7,0.622,0
0.622,0.62,0.683,Apr,Tue,8,0.675,0
0.675,0.622,0.731,Apr,Tue,9,0.695,0
0.695,0.675,0.762,Apr,Tue,10,0.724,0
0.724,0.695,0.815,Apr,Tue,11,0.753,1
0.753,0.724,0.845,Apr,Tue,12,0.757,1
0.757,0.753,0.809,Apr,Tue,13,0.729,0
0.729,0.757,0.818,Apr,Tue,14,0.714,0
0.714,0.729,0.805,Apr,Tue,15,0.697,0
0.697,0.714,0.866,Apr,Tue,16,0.72,0
0.72,0.697,0.954,Apr,Tue,17,0.819,1
0.819,0.72,1.057,Apr,Tue,18,0.903,1
0.903,0.819,1.098,Apr,Tue,19,1.022,1
1.022,0.903,0.999,Apr,Tue,20,1.073,1
1.073,1.022,0.833,Apr,Tue,21,0.969,1
0.969,1.073,0.678,Apr,Tue,22,0.81,1
0.81,0.969,0.579,Apr,Tue,23,0.647,0
0.647,0.81,0.512,Apr,Wed,0,0.541,0
0.541,0.647,0.481,Apr,Wed,1,0.482,0
0.482,0.541,0.472,Apr,Wed,2,0.454,0
0.454,0.482,0.462,Apr,Wed,3,0.445,0
0.445,0.454,0.519,Apr,Wed,4,0.469,0
0.469,0.445,0.62,Apr,Wed,5,0.536,0
0.536,0.469,0.622,Apr,Wed,6,0.645,0
0.645,0.536,0.675,Apr,Wed,7,0.669,0
0.669,0.645,0.695,Apr,Wed,8,0.697,0
0.697,0.669,0.724,Apr,Wed,9,0.682,0
0.682,0.697,0.753,Apr,Wed,10,0.672,0
0.672,0.682,0.757,Apr,Wed,11,0.681,0
0.681,0.672,0.729,Apr,Wed,12,0.697,0
0.697,0.681,0.714,Apr,Wed,13,0.679,0
0.679,0.697,0.697,Apr,Wed,14,0.667,0
0.667,0.679,0.72,Apr,Wed,15,0.654,0
0.654,0.667,0.819,Apr,Wed,16,0.685,0
0.685,0.654,0.903,Apr,Wed,17,0.75,0
0.75,0.685,1.022,Apr,Wed,18,0.811,1
0.811,0.75,1.073,Apr,Wed,19,0.942,1
0.942,0.811,0.969,Apr,Wed,20,1.028,1
1.028,0.942,0.81,Apr,Wed,21,0.955,1
0.955,1.028,0.647,Apr,Wed,22,0.787,1
0.787,0.955,0.541,Apr,Wed,23,0.633,0
0.633,0.787,0.482,Apr,Thu,0,0.535,0
0.535,0.633,0.454,Apr,Thu,1,0.482,0
0.482,0.535,0.445,Apr,Thu,2,0.459,0
0.459,0.482,0.469,Apr,Thu,3,0.445,0
0.445,0.459,0.536,Apr,Thu,4,0.457,0
0.457,0.445,0.645,Apr,Thu,5,0.518,0
0.518,0.457,0.669,Apr,Thu,6,0.632,0
0.632,0.518,0.697,Apr,Thu,7,0.675,0
0.675,0.632,0.682,Apr,Thu,8,0.671,0
0.671,0.675,0.672,Apr,Thu,9,0.685,0
0.685,0.671,0.681,Apr,Thu,10,0.686,0
0.686,0.685,0.697,Apr,Thu,11,0.689,0
0.689,0.686,0.679,Apr,Thu,12,0.704,0
0.704,0.689,0.667,Apr,Thu,13,0.698,0
0.698,0.704,0.654,Apr,Thu,14,0.66,0
0.66,0.698,0.685,Apr,Thu,15,0.657,0
0.657,0.66,0.75,Apr,Thu,16,0.665,0
0.665,0.657,0.811,Apr,Thu,17,0.767,1
0.767,0.665,0.942,Apr,Thu,18,0.795,1
0.795,0.767,1.028,Apr,Thu,19,0.935,1
0.935,0.795,0.955,Apr,Thu,20,1,1
1,0.935,0.787,Apr,Thu,21,0.91,1
0.91,1,0.633,Apr,Thu,22,0.767,1
0.767,0.91,0.535,Apr,Thu,23,0.657,0
0.657,0.767,0.482,Apr,Fri,0,0.543,0
0.543,0.657,0.459,Apr,Fri,1,0.478,0
0.478,0.543,0.445,Apr,Fri,2,0.455,0
0.455,0.478,0.457,Apr,Fri,3,0.443,0
0.443,0.455,0.518,Apr,Fri,4,0.456,0
0.456,0.443,0.632,Apr,Fri,5,0.52,0
0.52,0.456,0.675,Apr,Fri,6,0.633,0
0.633,0.52,0.671,Apr,Fri,7,0.655,0
0.655,0.633,0.685,Apr,Fri,8,0.651,0
0.651,0.655,0.686,Apr,Fri,9,0.696,0
0.696,0.651,0.689,Apr,Fri,10,0.664,0
0.664,0.696,0.704,Apr,Fri,11,0.65,0
0.65,0.664,0.698,Apr,Fri,12,0.653,0
0.653,0.65,0.66,Apr,Fri,13,0.633,0
0.633,0.653,0.657,Apr,Fri,14,0.657,0
0.657,0.633,0.665,Apr,Fri,15,0.652,0
0.652,0.657,0.767,Apr,Fri,16,0.681,0
0.681,0.652,0.795,Apr,Fri,17,0.729,0
0.729,0.681,0.935,Apr,Fri,18,0.795,1
0.795,0.729,1,Apr,Fri,19,0.94,1
0.94,0.795,0.91,Apr,Fri,20,1.005,1
1.005,0.94,0.767,Apr,Fri,21,0.926,1
0.926,1.005,0.657,Apr,Fri,22,0.797,1
0.797,0.926,0.543,Apr,Fri,23,0.649,0
0.649,0.797,0.478,Apr,Sat,0,0.547,0
0.547,0.649,0.455,Apr,Sat,1,0.487,0
0.487,0.547,0.443,Apr,Sat,2,0.455,0
0.455,0.487,0.456,Apr,Sat,3,0.44,0
0.44,0.455,0.52,Apr,Sat,4,0.448,0
0.448,0.44,0.633,Apr,Sat,5,0.514,0
0.514,0.448,0.655,Apr,Sat,6,0.608,0
0.608,0.514,0.651,Apr,Sat,7,0.655,0
0.655,0.608,0.696,Apr,Sat,8,0.671,0
0.671,0.655,0.664,Apr,Sat,9,0.715,0
0.715,0.671,0.65,Apr,Sat,10,0.721,0
0.721,0.715,0.653,Apr,Sat,11,0.722,0
0.722,0.721,0.633,Apr,Sat,12,0.73,0
0.73,0.722,0.657,Apr,Sat,13,0.716,0
0.716,0.73,0.652,Apr,Sat,14,0.74,0
0.74,0.716,0.681,Apr,Sat,15,0.755,1
0.755,0.74,0.729,Apr,Sat,16,0.771,1
0.771,0.755,0.795,Apr,Sat,17,0.788,1
0.788,0.771,0.94,Apr,Sat,18,0.841,1
0.841,0.788,1.005,Apr,Sat,19,0.957,1
0.957,0.841,0.926,Apr,Sat,20,0.992,1
0.992,0.957,0.797,Apr,Sat,21,0.92,1
0.92,0.992,0.649,Apr,Sat,22,0.813,1
0.813,0.92,0.547,Apr,Sat,23,0.669,0
0.669,0.813,0.487,Apr,Sun,0,0.576,0
0.576,0.669,0.455,Apr,Sun,1,0.509,0
0.509,0.576,0.44,Apr,Sun,2,0.478,0
0.478,0.509,0.448,Apr,Sun,3,0.459,0
0.459,0.478,0.514,Apr,Sun,4,0.458,0
0.458,0.459,0.608,Apr,Sun,5,0.499,0
0.499,0.458,0.655,Apr,Sun,6,0.601,0
0.601,0.499,0.671,Apr,Sun,7,0.637,0
0.637,0.601,0.715,Apr,Sun,8,0.691,0
0.691,0.637,0.721,Apr,Sun,9,0.72,0
0.72,0.691,0.722,Apr,Sun,10,0.727,0
0.727,0.72,0.73,Apr,Sun,11,0.74,0
0.74,0.727,0.716,Apr,Sun,12,0.797,1
0.797,0.74,0.74,Apr,Sun,13,0.766,1
0.766,0.797,0.755,Apr,Sun,14,0.757,1
0.757,0.766,0.771,Apr,Sun,15,0.741,0
0.741,0.757,0.788,Apr,Sun,16,0.738,0
0.738,0.741,0.841,Apr,Sun,17,0.795,1
0.795,0.738,0.957,Apr,Sun,18,0.848,1
0.848,0.795,0.992,Apr,Sun,19,0.925,1
0.925,0.848,0.92,Apr,Sun,20,0.978,1
0.978,0.925,0.813,Apr,Sun,21,0.914,1
0.914,0.978,0.669,Apr,Sun,22,0.793,1
0.793,0.914,0.576,Apr,Sun,23,0.676,0
0.676,0.793,0.509,Apr,Mon,0,0.578,0
0.578,0.676,0.478,Apr,Mon,1,0.519,0
0.519,0.578,0.459,Apr,Mon,2,0.493,0
0.493,0.519,0.458,Apr,Mon,3,0.481,0
0.481,0.493,0.499,Apr,Mon,4,0.466,0
0.466,0.481,0.601,Apr,Mon,5,0.493,0
0.493,0.466,0.637,Apr,Mon,6,0.563,0
0.563,0.493,0.691,Apr,Mon,7,0.608,0
0.608,0.563,0.72,Apr,Mon,8,0.664,0
0.664,0.608,0.727,Apr,Mon,9,0.723,0
0.723,0.664,0.74,Apr,Mon,10,0.733,0
0.733,0.723,0.797,Apr,Mon,11,0.773,1
0.773,0.733,0.766,Apr,Mon,12,0.756,1
0.756,0.773,0.757,Apr,Mon,13,0.764,1
0.764,0.756,0.741,Apr,Mon,14,0.744,0
0.744,0.764,0.738,Apr,Mon,15,0.741,0
0.741,0.744,0.795,Apr,Mon,16,0.759,1
0.759,0.741,0.848,Apr,Mon,17,0.811,1
0.811,0.759,0.925,Apr,Mon,18,0.857,1
0.857,0.811,0.978,Apr,Mon,19,0.994,1
0.994,0.857,0.914,Apr,Mon,20,1.043,1
1.043,0.994,0.793,Apr,Mon,21,0.968,1
0.968,1.043,0.676,Apr,Mon,22,0.834,1
0.834,0.968,0.578,Apr,Mon,23,0.684,0
0.684,0.834,0.519,Apr,Tue,0,0.579,0
0.579,0.684,0.493,Apr,Tue,1,0.515,0
0.515,0.579,0.481,Apr,Tue,2,0.484,0
0.484,0.515,0.466,Apr,Tue,3,0.466,0
0.466,0.484,0.493,Apr,Tue,4,0.475,0
0.475,0.466,0.563,Apr,Tue,5,0.534,0
0.534,0.475,0.608,Apr,Tue,6,0.601,0
0.601,0.534,0.664,Apr,Tue,7,0.641,0
0.641,0.601,0.723,Apr,Tue,8,0.656,0
0.656,0.641,0.733,Apr,Tue,9,0.718,0
0.718,0.656,0.773,Apr,Tue,10,0.719,0
0.719,0.718,0.756,Apr,Tue,11,0.745,0
0.745,0.719,0.764,Apr,Tue,12,0.77,1
0.77,0.745,0.744,Apr,Tue,13,0.75,0
0.75,0.77,0.741,Apr,Tue,14,0.729,0
0.729,0.75,0.759,Apr,Tue,15,0.72,0
0.72,0.729,0.811,Apr,Tue,16,0.721,0
0.721,0.72,0.857,Apr,Tue,17,0.787,1
0.787,0.721,0.994,Apr,Tue,18,0.838,1
0.838,0.787,1.043,Apr,Tue,19,0.942,1
0.942,0.838,0.968,Apr,Tue,20,1.021,1
1.021,0.942,0.834,Apr,Tue,21,0.934,1
0.934,1.021,0.684,Apr,Tue,22,0.794,1
0.794,0.934,0.579,Apr,Tue,23,0.66,0
0.66,0.794,0.515,Apr,Wed,0,0.563,0
0.563,0.66,0.484,Apr,Wed,1,0.485,0
0.485,0.563,0.466,Apr,Wed,2,0.464,0
0.464,0.485,0.475,Apr,Wed,3,0.456,0
0.456,0.464,0.534,Apr,Wed,4,0.468,0
0.468,0.456,0.601,Apr,Wed,5,0.528,0
0.528,0.468,0.641,Apr,Wed,6,0.636,0
0.636,0.528,0.656,Apr,Wed,7,0.658,0
0.658,0.636,0.718,Apr,Wed,8,0.665,0
0.665,0.658,0.719,Apr,Wed,9,0.683,0
0.683,0.665,0.745,Apr,Wed,10,0.684,0
0.684,0.683,0.77,Apr,Wed,11,0.685,0
0.685,0.684,0.75,Apr,Wed,12,0.709,0
0.709,0.685,0.729,Apr,Wed,13,0.677,0
0.677,0.709,0.72,Apr,Wed,14,0.642,0
0.642,0.677,0.721,Apr,Wed,15,0.653,0
0.653,0.642,0.787,Apr,Wed,16,0.67,0
0.67,0.653,0.838,Apr,Wed,17,0.761,1
0.761,0.67,0.942,Apr,Wed,18,0.806,1
0.806,0.761,1.021,Apr,Wed,19,0.921,1
0.921,0.806,0.934,Apr,Wed,20,1.001,1
1.001,0.921,0.794,Apr,Wed,21,0.943,1
0.943,1.001,0.66,Apr,Wed,22,0.802,1
0.802,0.943,0.563,Apr,Wed,23,0.631,0
0.631,0.802,0.485,Apr,Thu,0,0.525,0
0.525,0.631,0.464,Apr,Thu,1,0.474,0
0.474,0.525,0.456,Apr,Thu,2,0.452,0
0.452,0.474,0.468,Apr,Thu,3,0.437,0
0.437,0.452,0.528,Apr,Thu,4,0.46,0
0.46,0.437,0.636,Apr,Thu,5,0.518,0
0.518,0.46,0.658,Apr,Thu,6,0.647,0
0.647,0.518,0.665,Apr,Thu,7,0.666,0
0.666,0.647,0.683,Apr,Thu,8,0.649,0
0.649,0.666,0.684,Apr,Thu,9,0.657,0
0.657,0.649,0.685,Apr,Thu,10,0.652,0
0.652,0.657,0.709,Apr,Thu,11,0.647,0
0.647,0.652,0.677,Apr,Thu,12,0.661,0
0.661,0.647,0.642,Apr,Thu,13,0.661,0
0.661,0.661,0.653,Apr,Thu,14,0.635,0
0.635,0.661,0.67,Apr,Thu,15,0.64,0
0.64,0.635,0.761,Apr,Thu,16,0.662,0
0.662,0.64,0.806,Apr,Thu,17,0.741,0
0.741,0.662,0.921,Apr,Thu,18,0.799,1
0.799,0.741,1.001,Apr,Thu,19,0.916,1
0.916,0.799,0.943,Apr,Thu,20,0.983,1
0.983,0.916,0.802,Apr,Thu,21,0.902,1
0.902,0.983,0.631,Apr,Thu,22,0.776,1
0.776,0.902,0.525,Apr,Thu,23,0.638,0
0.638,0.776,0.474,Apr,Fri,0,0.531,0
0.531,0.638,0.452,Apr,Fri,1,0.484,0
0.484,0.531,0.437,Apr,Fri,2,0.459,0
0.459,0.484,0.46,Apr,Fri,3,0.45,0
0.45,0.459,0.518,Apr,Fri,4,0.466,0
0.466,0.45,0.647,Apr,Fri,5,0.545,0
0.545,0.466,0.666,Apr,Fri,6,0.67,0
0.67,0.545,0.649,Apr,Fri,7,0.654,0
0.654,0.67,0.657,Apr,Fri,8,0.64,0
0.64,0.654,0.652,Apr,Fri,9,0.671,0
0.671,0.64,0.647,Apr,Fri,10,0.633,0
0.633,0.671,0.661,Apr,Fri,11,0.632,0
0.632,0.633,0.661,Apr,Fri,12,0.68,0
0.68,0.632,0.635,Apr,Fri,13,0.657,0
0.657,0.68,0.64,Apr,Fri,14,0.642,0
0.642,0.657,0.662,Apr,Fri,15,0.653,0
0.653,0.642,0.741,Apr,Fri,16,0.681,0
0.681,0.653,0.799,Apr,Fri,17,0.731,0
0.731,0.681,0.916,Apr,Fri,18,0.774,1
0.774,0.731,0.983,Apr,Fri,19,0.893,1
0.893,0.774,0.902,Apr,Fri,20,1.001,1
1.001,0.893,0.776,Apr,Fri,21,0.925,1
0.925,1.001,0.638,Apr,Fri,22,0.783,1
0.783,0.925,0.531,Apr,Fri,23,0.644,0
0.644,0.783,0.484,Apr,Sat,0,0.542,0
0.542,0.644,0.459,Apr,Sat,1,0.484,0
0.484,0.542,0.45,Apr,Sat,2,0.462,0
0.462,0.484,0.466,Apr,Sat,3,0.452,0
0.452,0.462,0.545,Apr,Sat,4,0.45,0
0.45,0.452,0.67,Apr,Sat,5,0.512,0
0.512,0.45,0.654,Apr,Sat,6,0.622,0
0.622,0.512,0.64,Apr,Sat,7,0.645,0
0.645,0.622,0.671,Apr,Sat,8,0.644,0
0.644,0.645,0.633,Apr,Sat,9,0.697,0
0.697,0.644,0.632,Apr,Sat,10,0.702,0
0.702,0.697,0.68,Apr,Sat,11,0.677,0
0.677,0.702,0.657,Apr,Sat,12,0.685,0
0.685,0.677,0.642,Apr,Sat,13,0.671,0
0.671,0.685,0.653,Apr,Sat,14,0.649,0
0.649,0.671,0.681,Apr,Sat,15,0.674,0
0.674,0.649,0.731,Apr,Sat,16,0.705,0
0.705,0.674,0.774,Apr,Sat,17,0.735,0
0.735,0.705,0.893,Apr,Sat,18,0.797,1
0.797,0.735,1.001,Apr,Sat,19,0.907,1
0.907,0.797,0.925,Apr,Sat,20,0.964,1
0.964,0.907,0.783,Apr,Sat,21,0.914,1
0.914,0.964,0.644,Apr,Sat,22,0.79,1
0.79,0.914,0.542,Apr,Sat,23,0.655,0
0.655,0.79,0.484,Apr,Sun,0,0.561,0
0.561,0.655,0.462,Apr,Sun,1,0.49,0
0.49,0.561,0.452,Apr,Sun,2,0.475,0
0.475,0.49,0.45,Apr,Sun,3,0.449,0
0.449,0.475,0.512,Apr,Sun,4,0.452,0
0.452,0.449,0.622,Apr,Sun,5,0.484,0
0.484,0.452,0.645,Apr,Sun,6,0.59,0
0.59,0.484,0.644,Apr,Sun,7,0.614,0
0.614,0.59,0.697,Apr,Sun,8,0.663,0
0.663,0.614,0.702,Apr,Sun,9,0.678,0
0.678,0.663,0.677,Apr,Sun,10,0.693,0
0.693,0.678,0.685,Apr,Sun,11,0.712,0
0.712,0.693,0.671,Apr,Sun,12,0.734,0
0.734,0.712,0.649,Apr,Sun,13,0.729,0
0.729,0.734,0.674,Apr,Sun,14,0.709,0
0.709,0.729,0.705,Apr,Sun,15,0.692,0
0.692,0.709,0.735,Apr,Sun,16,0.73,0
0.73,0.692,0.797,Apr,Sun,17,0.803,1
0.803,0.73,0.907,Apr,Sun,18,0.838,1
0.838,0.803,0.964,Apr,Sun,19,0.885,1
0.885,0.838,0.914,Apr,Sun,20,0.995,1
0.995,0.885,0.79,Apr,Sun,21,0.957,1
0.957,0.995,0.655,Apr,Sun,22,0.866,1
0.866,0.957,0.561,Apr,Sun,23,0.727,0
0.727,0.866,0.49,Apr,Mon,0,0.614,0
0.614,0.727,0.475,Apr,Mon,1,0.53,0
0.53,0.614,0.449,Apr,Mon,2,0.496,0
0.496,0.53,0.452,Apr,Mon,3,0.468,0
0.468,0.496,0.484,Apr,Mon,4,0.469,0
0.469,0.468,0.59,Apr,Mon,5,0.5,0
0.5,0.469,0.614,Apr,Mon,6,0.574,0
0.574,0.5,0.663,Apr,Mon,7,0.602,0
0.602,0.574,0.678,Apr,Mon,8,0.65,0
0.65,0.602,0.693,Apr,Mon,9,0.705,0
0.705,0.65,0.712,Apr,Mon,10,0.754,1
0.754,0.705,0.734,Apr,Mon,11,0.802,1
0.802,0.754,0.729,Apr,Mon,12,0.855,1
0.855,0.802,0.709,Apr,Mon,13,0.8,1
0.8,0.855,0.692,Apr,Mon,14,0.823,1
0.823,0.8,0.73,Apr,Mon,15,0.825,1
0.825,0.823,0.803,Apr,Mon,16,0.878,1
0.878,0.825,0.838,Apr,Mon,17,0.897,1
0.897,0.878,0.885,Apr,Mon,18,0.94,1
0.94,0.897,0.995,Apr,Mon,19,1.02,1
1.02,0.94,0.957,Apr,Mon,20,1.095,1
1.095,1.02,0.866,Apr,Mon,21,1.029,1
1.029,1.095,0.727,Apr,Mon,22,0.872,1
0.872,1.029,0.614,Apr,Mon,23,0.723,0
0.723,0.872,0.53,Apr,Tue,0,0.616,0
0.616,0.723,0.496,Apr,Tue,1,0.536,0
0.536,0.616,0.468,Apr,Tue,2,0.51,0
0.51,0.536,0.469,Apr,Tue,3,0.492,0
0.492,0.51,0.5,Apr,Tue,4,0.491,0
0.491,0.492,0.574,Apr,Tue,5,0.55,0
0.55,0.491,0.602,Apr,Tue,6,0.628,0
0.628,0.55,0.65,Apr,Tue,7,0.668,0
0.668,0.628,0.705,Apr,Tue,8,0.693,0
0.693,0.668,0.754,Apr,Tue,9,0.702,0
0.702,0.693,0.802,Apr,Tue,10,0.717,0
0.717,0.702,0.855,Apr,Tue,11,0.746,0
0.746,0.717,0.8,Apr,Tue,12,0.817,1
0.817,0.746,0.823,Apr,Tue,13,0.796,1
0.796,0.817,0.825,Apr,Tue,14,0.824,1
0.824,0.796,0.878,Apr,Tue,15,0.855,1
0.855,0.824,0.897,Apr,Tue,16,0.851,1
0.851,0.855,0.94,Apr,Tue,17,0.92,1
0.92,0.851,1.02,Apr,Tue,18,0.96,1
0.96,0.92,1.095,Apr,Tue,19,1.015,1
1.015,0.96,1.029,Apr,Tue,20,1.076,1
1.076,1.015,0.872,Apr,Tue,21,0.983,1
0.983,1.076,0.723,Apr,Tue,22,0.844,1
0.844,0.983,0.616,Apr,Tue,23,0.68,0
0.68,0.844,0.536,Apr,Wed,0,0.56,0
0.56,0.68,0.51,Apr,Wed,1,0.508,0
0.508,0.56,0.492,Apr,Wed,2,0.482,0
0.482,0.508,0.491,Apr,Wed,3,0.466,0
0.466,0.482,0.55,Apr,Wed,4,0.465,0
0.465,0.466,0.628,Apr,Wed,5,0.527,0
0.527,0.465,0.668,Apr,Wed,6,0.636,0
0.636,0.527,0.693,Apr,Wed,7,0.668,0
0.668,0.636,0.702,Apr,Wed,8,0.649,0
0.649,0.668,0.717,Apr,Wed,9,0.674,0
0.674,0.649,0.746,Apr,Wed,10,0.677,0
0.677,0.674,0.817,Apr,Wed,11,0.68,0
0.68,0.677,0.796,Apr,Wed,12,0.695,0
0.695,0.68,0.824,Apr,Wed,13,0.649,0
0.649,0.695,0.855,Apr,Wed,14,0.661,0
0.661,0.649,0.851,Apr,Wed,15,0.673,0
0.673,0.661,0.92,Apr,Wed,16,0.734,0
0.734,0.673,0.96,Apr,Wed,17,0.843,1
0.843,0.734,1.015,Apr,Wed,18,0.862,1
0.862,0.843,1.076,Apr,Wed,19,0.96,1
0.96,0.862,0.983,Apr,Wed,20,1.034,1
1.034,0.96,0.844,Apr,Wed,21,0.94,1
0.94,1.034,0.68,Apr,Wed,22,0.782,1
0.782,0.94,0.56,Apr,Wed,23,0.649,0
0.649,0.782,0.508,Apr,Thu,0,0.534,0
0.534,0.649,0.482,Apr,Thu,1,0.48,0
0.48,0.534,0.466,Apr,Thu,2,0.458,0
0.458,0.48,0.465,Apr,Thu,3,0.45,0
0.45,0.458,0.527,Apr,Thu,4,0.447,0
0.447,0.45,0.636,Apr,Thu,5,0.51,0
0.51,0.447,0.668,Apr,Thu,6,0.628,0
0.628,0.51,0.649,Apr,Thu,7,0.648,0
0.648,0.628,0.674,Apr,Thu,8,0.656,0
0.656,0.648,0.677,Apr,Thu,9,0.656,0
0.656,0.656,0.68,Apr,Thu,10,0.65,0
0.65,0.656,0.695,Apr,Thu,11,0.684,0
0.684,0.65,0.649,Apr,Thu,12,0.688,0
0.688,0.684,0.661,Apr,Thu,13,0.654,0
0.654,0.688,0.673,Apr,Thu,14,0.624,0
0.624,0.654,0.734,Apr,Thu,15,0.642,0
0.642,0.624,0.843,Apr,Thu,16,0.678,0
0.678,0.642,0.862,Apr,Thu,17,0.72,0
0.72,0.678,0.96,Apr,Thu,18,0.805,1
0.805,0.72,1.034,Apr,Thu,19,0.917,1
0.917,0.805,0.94,Apr,Thu,20,0.988,1
0.988,0.917,0.782,Apr,Thu,21,0.916,1
0.916,0.988,0.649,Apr,Thu,22,0.797,1
0.797,0.916,0.534,Apr,Thu,23,0.631,0
0.631,0.797,0.48,Apr,Fri,0,0.527,0
0.527,0.631,0.458,Apr,Fri,1,0.477,0
0.477,0.527,0.45,Apr,Fri,2,0.454,0
0.454,0.477,0.447,Apr,Fri,3,0.438,0
0.438,0.454,0.51,Apr,Fri,4,0.446,0
0.446,0.438,0.628,Apr,Fri,5,0.512,0
0.512,0.446,0.648,Apr,Fri,6,0.622,0
0.622,0.512,0.656,Apr,Fri,7,0.654,0
0.654,0.622,0.656,Apr,Fri,8,0.626,0
0.626,0.654,0.65,Apr,Fri,9,0.649,0
0.649,0.626,0.684,Apr,Fri,10,0.655,0
0.655,0.649,0.688,Apr,Fri,11,0.644,0
0.644,0.655,0.654,Apr,Fri,12,0.675,0
0.675,0.644,0.624,Apr,Fri,13,0.643,0
0.643,0.675,0.642,Apr,Fri,14,0.642,0
0.642,0.643,0.678,Apr,Fri,15,0.665,0
0.665,0.642,0.72,Apr,Fri,16,0.685,0
0.685,0.665,0.805,Apr,Fri,17,0.746,0
0.746,0.685,0.917,Apr,Fri,18,0.813,1
0.813,0.746,0.988,Apr,Fri,19,0.908,1
0.908,0.813,0.916,Apr,Fri,20,1.013,1
1.013,0.908,0.797,Apr,Fri,21,0.924,1
0.924,1.013,0.631,Apr,Fri,22,0.785,1
0.785,0.924,0.527,Apr,Fri,23,0.639,0
0.639,0.785,0.477,Apr,Sat,0,0.538,0
0.538,0.639,0.454,Apr,Sat,1,0.48,0
0.48,0.538,0.438,Apr,Sat,2,0.456,0
0.456,0.48,0.446,Apr,Sat,3,0.444,0
0.444,0.456,0.512,Apr,Sat,4,0.46,0
0.46,0.444,0.622,Apr,Sat,5,0.505,0
0.505,0.46,0.654,Apr,Sat,6,0.617,0
0.617,0.505,0.626,Apr,Sat,7,0.638,0
0.638,0.617,0.649,Apr,Sat,8,0.661,0
